CarModel0,Mass_kg0,CarModel1,Mass_kg1,CarModel2,Mass_kg2,CarModel3,Mass_kg3,CarModel4,Mass_kg4,SumRandomValue,TotalMass,TotalLength,Velocity1,GravityCenter1,Velocity2,TheoreticalVelocity2,GravityCenter2,T12,TheoreticalT12,Velocity3,TheoreticalVelocity3,GravityCenter3,T23,TheoreticalT23
23.5kGALTANK,109109.38573633567,null,null,null,null,null,null,null,null,83.82220487992046,109109.38573633567,16.94,3.9062400122757093,-2.5243079999999996,5.739267907546633,5.756509425365176,-3.9077870000000003,24.475,24.436,3.856324921256838,3.9078311228988807,-4.056010860514382,56.469,56.169
53FTWELL,24950,33.7kGALTANK,70690.2857466264,53FTWELL,44127.46506285071,5188COVEREDHOPPER,86463.01715658649,33.7kGALTANK,56336.11802873654,-30.605976791093212,282566.88599480013,104.44000000000001,3.6426943965551084,-1.8227157423456959,6.431406848792026,6.429287676551108,-3.796409662182682,24.325,24.327,4.493608508046806,4.487693097493353,-4.02720212371232,49.202,49.232
3285CFCOVEREDHOPPER,68368.27003924176,33.7kGALTANK,75345.7725723278,null,null,null,null,null,null,-60.33651443091662,143714.04261156957,32.74,1.540558538593367,-2.3660786696083647,4.818517591258869,4.807640235015623,-3.907787,34.373,34.411,2.1800765360498993,2.129891804333208,-4.0485634929621614,77.776,78.356
53FTWELL,43021.30807545565,null,null,null,null,null,null,null,null,0.5521300161356635,43021.30807545565,23.4,3.878132337777844,-2.4693980000000004,5.523839947946383,5.524311726576171,-3.9077870000000003,25.060,25.056,2.7518481962121255,2.752640343624114,-4.053427132424746,65.949,65.948
BIAUTORACK,73273.97844376568,TRIAUTORACK,67484.92730835965,4750CFCOVEREDHOPPER,116082.73738880867,66FTGONDOLA,65472.0912120944,null,null,48.39967954863141,322313.7343530284,96.96000000000001,3.2239342957304284,-1.8388047088026553,6.287388890761972,6.290388823901168,-3.8001925995079198,25.441,25.431,4.510951798184343,4.5194379069606185,-4.028134458657028,49.699,49.664
66FTGONDOLA,82582.48485997086,5188COVEREDHOPPER,28120,null,null,null,null,null,null,-188.21433717000843,110702.48485997086,39.14,3.332072614716407,-2.269835974792378,5.764426503960754,5.727754146519825,-3.9077870000000003,26.130,26.214,3.6658059405393413,3.546722961550504,-4.044035495319754,57.661,58.421
23.5kGALTANK,40469.164164090675,68FTFLAT,37060,TRIAUTORACK,54545.81673997204,52FTGONDOLA,94885.01932875493,null,null,-37.73296937547077,226960.00023281766,85.24000000000001,3.2711439361488486,-2.0461851239786895,5.985069125306799,5.981575787234552,-3.8372864123925967,26.061,26.066,4.013253348211796,4.002735917177668,-4.0353879956928616,53.886,53.947
TRIAUTORACK,50606.6525616586,BNCOIL,25952.580158787663,null,null,null,null,null,null,-55.78057902757084,76559.23272044626,42.29,2.7443615049982855,-2.31432194099812,5.2112747357806395,5.194374676554354,-3.907787000000001,29.102,29.147,2.3252779823365777,2.246404928874111,-4.046129468750123,72.443,73.238
100TOPENTOPHOPPER,28030,BIAUTORACK,64823.288479227886,TRIAUTORACK,69408.99024911663,4750CFCOVEREDHOPPER,29260,null,null,-234.0525561631442,191522.27872834454,90.64999999999999,3.4945457383578487,-1.80731382369214,6.383834830942817,6.360180396714926,-3.806740581421345,24.849,24.899,4.4049412014142995,4.335118027483535,-4.0259187235073455,49.886,50.219
100TROPENTOPHOPPER,26540,TRIAUTORACK,47990,23.5kGALTANK,35110,null,null,null,null,-74.93890521148668,109640,61.72,2.87238597582823,-2.1594557251003286,5.457657545521719,5.4426524096350235,-3.895064147855168,28.403,28.442,2.453469629968269,2.3855461920265015,-4.039292625773397,69.132,69.762
66FTGONDOLA,78131.53346279352,null,null,null,null,null,null,null,null,-18.02081612611255,78131.53346279352,21.46,3.885721782637289,-2.4858880000000005,5.700504247055933,5.6954604646139755,-3.907787000000001,24.630,24.638,3.552001653515222,3.535226734481069,-4.054201450990114,58.682,58.796
25.39kGALTANK,105581.72924924178,73FTCENTERBEAM,64752.095105480126,23.5kGALTANK,68081.49746280003,66FTGONDOLA,127484.93985125792,33.7kGALTANK,57519.18449619798,-146.80121006484916,423419.44616497785,101.14,1.500035375268356,-1.5894308446989873,5.9905626176002,5.98314120525594,-3.725925625361708,30.749,30.770,4.395087945599976,4.374881002424936,-4.0208792830356,51.176,51.279
BNCOIL,95132.49923084797,TRIAUTORACK,47990,TRIAUTORACK,76147.48824012264,null,null,null,null,45.02075006403891,219269.9874709706,70.89,2.402000531089893,-1.919535941188815,5.899246526227231,5.903638743049257,-3.848845720836273,29.175,29.158,3.958026978397261,3.971315430604108,-4.029074742161216,54.761,54.690
3285CFCOVEREDHOPPER,24030,100TROPENTOPHOPPER,79961.15648043064,68FTFLAT,73906.05386400978,null,null,null,null,54.817306149387605,177897.21034444042,51.29,2.5953519054527763,-2.2518358158271172,5.41422521564421,5.421466196347308,-3.907787000000001,29.117,29.094,3.0694098180337637,3.0945600118819727,-4.04327334467239,64.132,63.943
100TOPENTOPHOPPER,95204.00205835054,BNCOIL,85843.45809544963,66FTGONDOLA,54985.45789895293,BNCOIL,19140,53FTWELL,24950,120.47630296146329,280122.9180527531,87.38999999999999,2.7635209945849235,-1.5322013532871692,6.403044727560341,6.411160939982558,-3.734746157979428,26.857,26.832,4.548958050811736,4.572790983057382,-4.01505814462921,48.797,48.693
25.39kGALTANK,105010.07558426067,29.3kGALTANK,62514.97696925694,TRIAUTORACK,47990,null,null,null,null,204.21208709632822,215515.05255351763,65.05000000000001,1.6801637047169384,-1.942078126445655,5.611517307711867,5.632685916961784,-3.8731541046580156,32.528,32.448,3.3575209745433745,3.4285732277605145,-4.029679480493355,60.428,59.946
25.39kGALTANK,40910,25.39kGALTANK,40910,BIAUTORACK,63810.17242404006,68FTFLAT,37060,BIAUTORACK,45360,-76.68158446360499,228050.17242404007,115.97,3.9996099794855358,-1.3275836449611678,7.116406413487229,7.110531747502514,-3.623661353951391,22.245,22.253,5.652711865215319,5.637878091822631,-4.009964391561558,41.581,41.632
BIAUTORACK,45360,33.7kGALTANK,45630,23.5kGALTANK,108569.60084120503,4750CFCOVEREDHOPPER,29260,TRIAUTORACK,58960.4238966876,-206.32773730533742,287780.0247378927,112.41999999999999,1.7350572482345286,-1.5643474544089746,6.051013710863584,6.036103058351552,-3.731745478875266,30.321,30.365,4.358982854203196,4.317133195703334,-4.0189248621173235,51.149,51.358
3285CFCOVEREDHOPPER,97843.24947731679,29.3kGALTANK,98845.66194667539,25.39kGALTANK,108422.30598117193,5188COVEREDHOPPER,46028.13907909583,3285CFCOVEREDHOPPER,24030,73.73985675054902,375169.35648426,79.65,2.0555856721923473,-1.7990282698703897,5.972503578401469,5.976596746337006,-3.8168543607174827,30.380,30.363,4.22918119134135,4.24120827078991,-4.023733924036153,52.680,52.621
23.5kGALTANK,97404.79390199819,4750CFCOVEREDHOPPER,123081.58089462166,BNCOIL,129355.94661801122,4750CFCOVEREDHOPPER,29260,BIAUTORACK,49695.95442074888,298.8231493624504,428798.27583537996,95.83000000000001,1.7983447933438064,-1.4860080722231048,6.233448950397188,6.247451566090813,-3.71965241330074,29.841,29.794,4.635695059554867,4.674634294539078,-4.014539761787888,48.967,48.795
BNCOIL,86822.51076918704,4750CFCOVEREDHOPPER,54372.26657559492,73FTCENTERBEAM,28120,null,null,null,null,-289.6957504482184,169314.77734478196,56.540000000000006,2.110810013213439,-2.002207517279325,5.726821090012725,5.689376673404005,-3.8969742341629923,30.401,30.519,3.7099134464390544,3.5911462961460967,-4.0321114226756105,57.567,58.321
23.5kGALTANK,90170.3567946947,23.5kGALTANK,35110,4750CFCOVEREDHOPPER,67571.2802189496,null,null,null,null,-212.80086536989873,192851.6370136443,52.18000000000001,1.5497959424646421,-2.1789166014827948,5.238845582377328,5.212529302377919,-3.9077870000000012,33.616,33.713,2.9946893228363423,2.898677053633619,-4.039972084661203,66.098,66.901
25.39kGALTANK,87030.51119417128,52FTGONDOLA,29710,5188COVEREDHOPPER,71647.64435172584,5188COVEREDHOPPER,42351.83866109241,100TOPENTOPHOPPER,78174.19252564877,-40.5205311625098,308914.18673263834,86.07000000000001,2.744454616633209,-1.8919644855388504,5.931495886348838,5.9287341339832835,-3.806895507488256,27.781,27.786,3.9002395617024974,3.891853204343181,-4.028990446777988,54.628,54.678
TRIAUTORACK,62813.896630367526,BNCOIL,19140,52FTGONDOLA,45798.164198471815,68FTFLAT,52866.43539163613,null,null,375.37580024490313,180618.49622047547,81.99000000000001,2.6558187068301367,-1.9645378194818433,5.729833801444443,5.774214995693093,-3.8496203401653175,28.769,28.636,3.217726552073133,3.3738521097152145,-4.031098964210637,60.509,59.448
52FTGONDOLA,29710,68FTFLAT,37060,23.5kGALTANK,38113.62361268202,null,null,null,null,-66.26676608009986,104883.62361268201,56.64,1.9880484884439535,-2.2097143633246716,5.062923146845607,5.047878869724499,-3.905737058961806,32.402,32.452,1.9454794658543075,1.8659252984408634,-4.041506166375535,78.308,79.254
29.3kGALTANK,36740,33.7kGALTANK,45630,TRIAUTORACK,49074.1192980641,33.7kGALTANK,64406.01859248858,5188COVEREDHOPPER,28120,-135.98493429068103,223970.13789055267,104.47999999999999,3.8577669614089958,-1.620531632075316,6.669701408083067,6.658459450563744,-3.730890863301984,23.279,23.298,4.7230620700134756,4.691388067650397,-4.021482428688844,46.946,47.082
25.39kGALTANK,93225.07811457834,null,null,null,null,null,null,null,null,50.49769565212401,93225.07811457834,18.21,2.7638550987800112,-2.513513,5.0124920186095645,5.026432904545873,-3.9077870000000003,29.068,29.025,2.537137952063687,2.59119950745786,-4.0555017767620525,71.942,71.427
TRIAUTORACK,63660.85544269718,52FTGONDOLA,114650.52982081508,3285CFCOVEREDHOPPER,24030,BIAUTORACK,45360,null,null,33.87224415586033,247701.38526351226,87.31,2.2931015985457024,-1.8149497870741262,5.968044173371502,5.970814526078565,-3.830538644110188,29.490,29.478,3.9932163757667007,4.002142228403251,-4.024437232265477,54.071,54.025
100TOPENTOPHOPPER,28030,68FTFLAT,54203.88256884075,null,null,null,null,null,null,166.00684223456986,82233.88256884075,37.5,3.8761412457751914,-2.3696748099729694,5.679973224497328,5.723486121529976,-3.9077870000000003,24.891,24.795,2.8865734510582284,3.0519943520980446,-4.048733177507546,63.702,62.460
TRIAUTORACK,58664.50113260897,33.7kGALTANK,45630,23.5kGALTANK,59877.94403181142,null,null,null,null,-116.98017259274056,164172.4451644204,65.52,3.4376307582051147,-2.1658294583249256,5.868281973975065,5.853294662392827,-3.895900312541236,25.832,25.864,3.4395344260757454,3.3876076154277537,-4.039684963329292,58.450,58.793
29.3kGALTANK,36740,68FTFLAT,37060,null,null,null,null,null,null,-153.1089147679903,73800,40.59,1.534861535741058,-2.3065635000000007,4.834787732974286,4.782231011683852,-3.9077870000000012,34.679,34.881,2.0076131151271297,1.7348483889429167,-4.0457630723603355,79.860,83.286
52FTGONDOLA,29710,null,null,null,null,null,null,null,null,126.67699785561342,29710,17.35,3.806892557229003,-2.5208229999999996,5.154341436350322,5.252198674238096,-3.9077870000000003,26.040,25.810,0.9067632361196618,1.671527799185164,-4.05584563216056,91.355,80.581
53FTWELL,89068.09056064581,null,null,null,null,null,null,null,null,0.10811930221385069,89068.09056064581,23.4,1.479323919543923,-2.4693980000000004,4.568819923682446,4.56910715899899,-3.9077870000000003,35.091,35.086,1.6167566753393396,1.6164669590693512,-4.053426431610589,88.067,88.079
BIAUTORACK,45360,100TROPENTOPHOPPER,26540,100TROPENTOPHOPPER,61647.57097548856,25.39kGALTANK,40910,33.7kGALTANK,94408.84928730431,-4.519365250660812,268866.4202627929,99.15,1.717051262867549,-1.9193618261628533,5.46748756517698,5.467134934795358,-3.818199075003337,31.904,31.902,3.1066894383340355,3.10519606692152,-4.031565702047458,62.688,62.704
25.39kGALTANK,118359.10779108494,23.5kGALTANK,79909.57542522789,100TROPENTOPHOPPER,55382.90309694416,4750CFCOVEREDHOPPER,33084.65820581021,null,null,-149.54685621371954,286736.24451906723,69.63000000000001,2.7455286108877157,-1.9085112900025385,6.136694662204598,6.125993385386306,-3.8633290124853374,27.534,27.560,4.405644486366366,4.374903129287138,-4.028303774180977,51.284,51.439
BNCOIL,19140,BIAUTORACK,45360,100TROPENTOPHOPPER,26540,52FTGONDOLA,29710,73FTCENTERBEAM,109532.40613149245,-163.51378812207264,230282.40613149246,100.36999999999999,1.8848141008707802,-1.9408037405217964,5.426640503155397,5.41049273211512,-3.8060232439552664,31.552,31.603,3.0338841572589508,2.9758225138496583,-4.0324528421290955,63.428,63.878
BIAUTORACK,81300.22546431322,null,null,null,null,null,null,null,null,86.23866176206425,81300.22546431322,28.6,3.6494082057262354,-2.425198,5.571445732805645,5.595604244887622,-3.9077870000000003,25.498,25.441,3.009069830434258,3.0971905768821375,-4.051347583625317,63.386,62.732
66FTGONDOLA,90042.66522262969,100TROPENTOPHOPPER,26540,null,null,null,null,null,null,57.55769731129293,116582.66522262969,37.64,3.853164600179131,-2.283662220969172,6.0212535837544845,6.03169161710159,-3.907787000000001,24.338,24.314,3.9448609178542164,3.976205666202354,-4.0446865271483325,54.525,54.355
BIAUTORACK,46487.61581321958,null,null,null,null,null,null,null,null,-134.09137586620105,46487.61581321958,28.6,2.8896645281215902,-2.425198,5.102973643037032,5.03309039159605,-3.9077870000000003,28.638,28.828,2.2340580331130626,1.887039007499563,-4.051347143239702,74.346,78.151
52FTGONDOLA,29710,68FTFLAT,41522.05354558061,null,null,null,null,null,null,-189.33231446697053,71232.05354558061,39.7,3.2505523751241623,-2.337576819018643,5.4181079124476055,5.358612519279247,-3.907787,27.062,27.209,2.72992070772967,2.485678018155215,-4.04722379884349,67.086,69.253
66FTGONDOLA,37783.09948404362,25.39kGALTANK,126933.24888884385,100TOPENTOPHOPPER,117474.62787083563,68FTFLAT,37060,33.7kGALTANK,63694.21213321091,107.77924274962692,382945.188376934,97.15,1.446391215140215,-1.7247118385330562,5.8389850081336165,5.844936748260189,-3.8011044210016642,32.546,32.521,3.8786636825213505,3.897310182991791,-4.022321441442742,55.239,55.134
25.39kGALTANK,40910,53FTWELL,24950,BIAUTORACK,45360,null,null,null,null,20.336060418826705,111220,70.21000000000001,1.9574517996290655,-2.010557421147276,5.399569735013682,5.4037475894858895,-3.866467985085129,32.037,32.019,2.7296158679724454,2.7457586295172085,-4.03290676884026,66.791,66.660
23.5kGALTANK,108509.90673377001,BNCOIL,19140,68FTFLAT,89277.16697900007,52FTGONDOLA,29710,null,null,94.99136027650145,246637.07371277007,70.33000000000001,2.661025496866116,-1.9212249695833572,6.027762292470175,6.035799557617844,-3.8557009066932464,28.017,27.992,4.201225268760312,4.2246096875718475,-4.029027485816864,52.817,52.699
73FTCENTERBEAM,28120,29.3kGALTANK,36740,53FTWELL,24950,TRIAUTORACK,47990,33.7kGALTANK,95169.29815652862,330.9735058697248,232969.29815652862,114.77,1.4406260391219532,-1.7726982821962565,5.473969833634472,5.505796585336458,-3.7425212335173224,32.475,32.359,3.2173891132209747,3.325098844681594,-4.02791506772999,61.107,60.360
52FTGONDOLA,29710,TRIAUTORACK,47990,null,null,null,null,null,null,98.67579679081425,77700,45.95,3.537094796184816,-2.2758545862290864,5.526871088202154,5.5549495188399245,-3.907787,26.196,26.126,2.128781121285715,2.2652773475138863,-4.044317642038772,71.794,70.478
4750CFCOVEREDHOPPER,70258.21047461338,null,null,null,null,null,null,null,null,107.6743626241975,70258.21047461338,18.3,3.7139403373816062,-2.512748,5.418635280422169,5.454065660475831,-3.9077870000000003,25.601,25.519,2.719402880863086,2.8574357552844405,-4.055465800341619,66.868,65.730
4750CFCOVEREDHOPPER,29260,73FTCENTERBEAM,79207.48375269165,null,null,null,null,null,null,5.073209868216395,108467.48375269165,42.85,3.8262720955274383,-2.3613702966894055,5.830123662939615,5.831223715459242,-3.907787000000001,24.689,24.684,3.5966505848163353,3.5997532937028613,-4.048341949933396,57.676,57.661
TRIAUTORACK,54349.56553943438,null,null,null,null,null,null,null,null,8.60595753367511,54349.56553943438,28.6,3.755608550054327,-2.4251980000000004,5.5159389511300105,5.519726521791541,-3.9077870000000003,25.389,25.377,2.568487218266609,2.5832222295604637,-4.051346409271431,67.512,67.391
23.5kGALTANK,51715.2196518722,73FTCENTERBEAM,28120,BIAUTORACK,51320.52730792748,null,null,null,null,101.71023711402634,131155.74695979967,70.09,1.4663074149274773,-1.9857980932231378,5.2316108781220665,5.249781901935949,-3.8618713177904236,34.664,34.586,2.059811967847682,2.1485042295280543,-4.031860755185586,74.758,73.827
BNCOIL,109333.27454376956,53FTWELL,46461.27755678769,73FTCENTERBEAM,67887.76824085602,25.39kGALTANK,40910,null,null,387.6782549356658,264592.32034141326,79.85,3.722685817172815,-1.7882282480932774,6.585703857402194,6.613468369130603,-3.790910943566476,24.183,24.122,4.7984951672013505,4.875513082638877,-4.023618124275699,47.188,46.871
100TROPENTOPHOPPER,115681.11119378266,BIAUTORACK,81131.66765854148,25.39kGALTANK,107440.97354030485,null,null,null,null,21.173471401108245,304253.752392629,62.99,1.8724098025566598,-2.0949121389444576,5.445360365555811,5.447015218326,-3.8839479499380163,31.835,31.826,3.2097220763103773,3.215112652107274,-4.036580838277739,62.624,62.589
TRIAUTORACK,47990,66FTGONDOLA,63617.19114523058,null,null,null,null,null,null,175.5767498132931,111607.19114523058,50.06,3.520968367002634,-2.302922864057927,5.683421764835706,5.717849908860062,-3.9077870000000003,25.830,25.748,3.1181708853212227,3.2414291000246074,-4.04559345966752,61.895,61.021
TRIAUTORACK,47990,3285CFCOVEREDHOPPER,54656.393150308875,null,null,null,null,null,null,69.29115661777676,102646.39315030887,41.36,2.2828234644357908,-2.395474071739076,4.8239239663284526,4.8414046347194155,-3.907787000000001,31.519,31.459,1.2319853289805196,1.3594554612300054,-4.0499475319633325,90.563,88.640
66FTGONDOLA,124408.2774397856,52FTGONDOLA,94610.79534459415,68FTFLAT,37060,33.7kGALTANK,45630,33.7kGALTANK,52497.08764280756,-42.44348644885753,354206.16042718734,101.12,1.9778293145573485,-1.376377306740545,6.380524277033923,6.378024848181533,-3.650422671971564,28.217,28.221,5.107105431980785,5.101334433743855,-4.013668853867376,46.037,46.062
BNCOIL,124024.75119761936,33.7kGALTANK,45630,29.3kGALTANK,36740,3285CFCOVEREDHOPPER,72806.73024739111,null,null,-9.230621924248396,279201.48144501046,64.67,2.1592164034376906,-2.0170655439547547,5.596745513631816,5.596018303101943,-3.8695358797541957,30.604,30.603,3.2913304013926368,3.2887236938687647,-4.033244410804895,60.965,60.987
52FTGONDOLA,30819.10899970854,4750CFCOVEREDHOPPER,121067.91105242143,25.39kGALTANK,56172.71424546022,52FTGONDOLA,51443.01051136072,3285CFCOVEREDHOPPER,59220.48163718807,-190.31108646952603,318723.226446139,83.97000000000001,2.2360841503177284,-1.945063192941118,5.748936124859671,5.7359380917554645,-3.8474671085545062,30.009,30.047,3.681107897351099,3.63984866059338,-4.030253562158385,57.242,57.501
